DPR412_classification,construction_year,latitude,longitude,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
4,1920,44.86636762,7.4788385,2815,0,116.0306,1675.08,975.32,763.6,3289.4,2504.21,2119.06,118.88,1.0719,3.1787,0.1969,288757.44,0.8129,13.53,5,188.8,2023,111.4651,108083.7,107560.65,1230.95716154,0,0.50026955,0.0,0.0,0.0,0.0,598.8576,36.2128,3.3726366730919084,0.989,6505.397599941756,32.510666666666665,52.9860854,True,17.61233294825804
5,2002,44.79408449,7.8109646,2716,1,305.5141,2945.18,305.15,0.0,2197.91,0.0,288.67,52.56,1.195,4.6128,0.2673,181374.89,0.8844,20.58,1,423.26,2017,337.6621,59431.51,72563.84,9339.3497622,0,0.70780896,0.0,0.0,0.0,0.0,1094.6651,0.0,7.202719973783386,0.704,3612.1304079833653,10.171666666666665,11.748188360000002,True,8.246884540313298
4,1981,45.13875105,7.7235734,2690,,444.3688,615.44,49.82,0.0,853.77,0.0,595.23,6.71,0.5423,2.2208,0.1115,17941.78,0.4306,0.08,1,653.4,2007,182.9482,66006.66,13248.38,0.0,0,0.94509614,0.0,0.0,29.2345,0.0,558.4236,0.0,17.137093536732234,1.454,1297.521513168336,1.6606666666666667,6.7538959400000005,True,3.466165360694333
13,2023,45.08848738,7.76691461,2815,,652.5603,3102.84,659.58,0.0,1982.03,0.0,1766.65,111.11,1.3279,1.3265,0.1746,203743.39,0.4922,0.01,1,117.92,2022,65.293,60444.03,97496.89,0.0,0,0.53758752,0.0,0.0,43.0111,0.0,161.5566,0.5142,3.0049880226810997,2.264,4078.255119106803,21.986,49.866439000000014,True,19.767133696260906
13,2018,44.75657121,8.25285615,2714,0,1440.4221,15653.33,359.07,0.0,14342.37,0.0,7115.01,1461.05,0.5886,4.0637,0.0671,1493461.69,0.5734,386.49,19,412.95,2016,117.8794,227695.81,210979.09,0.0,0,0.64760393,0.0,0.0,60.5992,2.5361,215.5205,1.7181,39.943103016124994,4.985,20019.582564862332,11.969,202.50327542,True,1.4871153093944725
13,1902,45.00228699,7.88526801,2780,,251.4384,957.46,369.47,0.0,1723.9,0.0,955.08,137.02,1.7035,3.2347,0.6752,162502.95,0.6612,42.8,0,109.19,1986,195.645,243130.54,243945.56,0.0,0,0.64645679,0.0,0.0,59.3575,0.0,149.4408,0.6088,4.66587273662273,3.375,3111.6172306129697,12.315666666666667,41.40394748,True,12.730737281744883
7,2013,45.1871653,8.25522833,2687,0,1498.7269,592.78,136.84,1427.71,511.63,0.0,469.17,56.73,0.7022,1.7148,0.6977,28386.49,0.4325,18.8,0,23.53,2018,185.1107,44981.06,60149.41,10884.82579567,0,0.53266792,0.0,0.0,40.4039,0.0,1527.9984,421.4674,3.7388921368021046,2.375,989.3462888135072,4.561333333333334,8.53463556,True,15.88705900748588
13,1987,45.09806781,8.46257491,2426,1,673.4817,2299.95,686.02,0.0,2632.19,0.0,447.18,101.54,0.9056,5.9959,0.4206,16827.42,0.6181,0.04,1,461.73,2021,246.6603,26209.95,131176.65,49905.98021384,0,1.82950017,0.0,0.0,49.4242,0.0,200.4352,6.3501,3.836899798839684,0.775,5004.815040481791,22.86733333333333,20.27579788,True,15.481248694053242
5,2007,45.07479915,8.46200417,2847,0,712.7558,5692.3,660.98,3262.46,23633.03,28900.02,4262.36,1647.9,1.2231,4.1561,0.2275,1015910.89,0.3623,179.13,1,552.53,2018,242.8372,464517.98,488451.39,0.0,0,1.03994844,0.0,0.0,45.5738,0.0,314.0014,0.8566,35.7545311507156,3.043,33047.53165546765,22.032666666666668,241.24259412,True,1.6613278957459117
8,1952,45.2703815,7.45813418,2617,0,202.023,533.29,125.64,219.43,735.22,0.0,654.71,26.08,1.0642,2.2324,0.3087,62633.68,0.8382,13.03,0,40.81,2015,322.3442,13414.35,52925.3,2425.58009293,0,2.76532118,0.0,0.0,28.7189,0.0,527.563,327.8301,5.851798790194206,1.307,1269.58175295973,4.188,15.09926748,True,10.15072495307527
13,1980,45.35632184,7.5222531,2987,0,227.4778,755.43,367.33,121.02,1287.18,0.0,954.35,29.27,1.3836,1.0809,0.6086,150826.38,1.0789,80.15,19,121.54,2015,321.4413,146906.62,142553.59,4324.36806154,0,0.85786033,0.0,0.0,20.8276,0.0,356.0376,5.9576,3.504151580322871,1.207,2521.210361717713,12.244333333333334,27.041532059999998,True,16.951321493497414
4,1804,45.08050808,7.47761285,2617,,12559.0909,184.15,9243.55,1850.11,38679.47,28385.5,20664.2,2432.68,0.9786,3.4351,0.3089,2741793.08,0.3826,1260.43,1,1653.05,2005,114.3866,1716958.3,1873847.68,69916.58581003,2,0.6434556,1.6612,35.6498,48.3354,0.3173,388.3895,0.0,4.184482152419796,1.772,71577.04406661229,308.1183333333333,571.5697037599999,True,14.19530489947251
5,1974,44.33685305,8.46767145,2604,0,2442.1227,10417.07,2321.14,7514.53,34529.86,37295.14,9284.94,3459.1,1.3559,4.9267,0.3946,1754640.15,0.5163,653.67,1,13825.78,2000,155.2871,2597256.72,902603.89,64262.01692451,2,1.07005105,4.4302,63.9004,37.8641,4.4672,258.8745,0.6523,14.876250463134495,2.504,51104.58208472274,77.37133333333333,592.62796232,True,3.9929416452890343
12,1963,45.62660142,7.70952207,2426,0,283.9575,1308.99,207.19,822.75,1555.71,10510.1,872.5,65.74,0.9777,3.9434,0.0056,146847.79,0.5966,24.89,1,170.08,2001,46.285,40655.34,27339.07,0.0,1,3.52251621,1.508,0.0,77.9777,0.0,89.7355,8.9761,7.508615280660264,2.851,2544.9144504931437,6.906333333333333,22.245647319999996,True,7.910912702238848
7,1974,44.39205194,27.63134678,2645,0,312.8344,8669.36,312.0,0.0,904.56,0.0,788.34,51.32,1.2381,4.0318,0.0503,70137.76,0.77,0.05,19,67.92,2006,100.8179,56816.88,242266.16,3214.09871692,2,0.30039894,64.3984,0.0,35.4317,0.0,508.5758,0.8138,2.899230769230769,7.702,1889.5683899821108,10.4,23.659114600000002,True,20.48819315468294
11,2006,44.64461457,7.47797861,2710,,249.7248,5044.84,565.6,246.22,12852.22,5167.83,7436.24,589.99,0.2404,1.539,0.0526,1429204.92,0.4701,180.65,19,1458.09,2012,342.2154,953132.27,494094.29,0.0,2,0.33454814,0.0,0.0,43.2345,1.0524,268.2602,2.55,22.723161244695895,2.553,18427.73723567207,18.853333333333335,53.91333412,True,2.6140728994679523
13,1987,45.3981193,7.54276452,2549,,1097.279,2391.6,1126.74,0.0,4384.73,0.0,3319.1,78.92,0.9981,5.7623,0.0375,278892.95,0.6358,78.47,1,421.74,2012,272.4852,65148.28,235547.51,0.0,0,1.26089598,0.0,0.0,20.5302,0.0,133.6011,16.9688,3.8915188952198374,0.767,8294.88401405,37.558,75.35108851999999,True,15.263962889391141
13,1941,45.54090494,8.6124606,2573,0,340.5925,881.72,646.03,624.53,2118.39,1831.68,982.37,68.51,1.0278,1.3671,0.0377,124841.22,0.3992,11.19,1,66.57,2023,68.1337,59559.93,53288.29,0.0,0,5.26264685,0.0,0.0,0.0,0.0,298.7501,5.2389,3.2790892063836043,1.211,4231.584942037755,21.534333333333333,22.06679814,True,18.114786229164604
5,1921,46.78705282,8.37149587,2664,,3477.9758,636.66,396.01,0.0,1461.98,0.0,346.09,172.12,0.7426,1.5828,0.6115,521223.1,0.3437,191.82,1,96.61,2018,275.1155,66986.5,332019.29,372941.75568728,2,1.02409062,10.474,0.0,32.1081,8.9098,336.0947,11.1685,3.691775460215651,3.047,2816.8687372333607,13.200333333333333,10.588759399999999,True,16.089819286173544
13,1986,45.67866464,7.71471672,2553,,1771.4639,1414.64,1254.53,1524.02,5519.85,13083.46,2380.28,70.55,0.7685,1.4818,0.3138,1220833.0,0.4249,114.35,1,138.19,2022,75.2742,202999.83,191965.48,0.0,2,0.64360768,2.6191,0.0,0.0,2.3849,190.5203,1.1419,4.399934636875962,2.033,10086.285617864118,41.81766666666667,38.6757234,True,13.50020054892796
5,1867,45.0084012,7.67148775,2631,,2719.9704,1260.04,2625.41,36.83,13868.57,10592.91,4848.52,389.08,0.7354,3.0965,0.2548,889962.67,0.4856,85.85,1,584.7,2014,187.3169,991745.11,689199.46,0.0,1,0.64573041,0.0,0.0,44.2737,0.7157,395.4534,2.4959,5.2824396951333314,1.401,24185.486311333458,87.51366666666667,95.40775656000001,True,11.244804186733022
13,1961,44.77058718,8.75700385,2751,0,52.5637,1771.49,249.83,238.1,1474.25,0.0,1080.68,25.81,1.753,2.356,0.1255,297204.05,0.5744,0.02,1,101.15,2020,183.1686,99704.15,135212.76,609.21141113,0,0.87981772,0.0,0.0,36.7804,0.0,255.4062,7.0576,5.901012688628267,2.955,2523.6997047325517,8.327666666666667,39.104808,True,10.066068848567069
13,1904,45.44934977,8.58197782,2477,0,418.7471,1424.75,533.34,193.38,2950.63,2006.25,2142.47,57.89,0.2481,5.7151,0.5308,509509.25,0.4034,13.79,0,241.13,1998,230.1119,104000.22,105270.07,18072.37704567,0,5.42065844,0.0,0.0,42.5235,0.0,431.4478,0.0,5.532362095473807,0.858,5104.273210317429,17.778000000000002,17.247878919999998,True,10.736824339208914
4,1980,44.53571265,8.6305171,2752,4,673.5609,2112.01,654.15,645.8,6396.2,0.0,1797.81,81.4,1.0606,4.2529,0.2818,585712.95,0.4426,18.46,1,319.68,2021,145.301,135710.12,92674.15,0.0,0,0.53536095,0.0,3.005,44.1015,0.0,258.0262,8.6384,9.777879691202324,0.975,9972.389840623995,21.805,45.05886692,True,6.074936681154435
4,1960,45.44724959,7.30761728,2712,1,462.2572,670.69,238.1,705.99,2055.01,2082.82,1874.37,36.07,0.2372,2.5064,0.4152,141923.68,0.5494,0.03,1,229.85,2014,296.4756,203177.58,206673.86,2859.44621238,0,0.81012305,0.0,74.7845,99.8837,0.0,274.3394,6.9561,8.63086938261235,2.928,3280.86640659745,7.9366666666666665,10.700128239999998,True,6.882273078963118
4,2019,46.51103531,7.75932069,2586,0,190.0214,113.85,49.0,58.05,265.84,463.59,110.0,15.88,1.0697,3.1548,0.488,30929.57,0.5152,22.23,1,31.37,2018,176.7855,44412.31,6772.63,233.23808207,0,0.85446269,0.0,9.0963,0.0,0.0,72.134,2.8843,5.425306122448979,0.782,476.7059958867267,1.6333333333333333,3.35530448,True,10.948690941919953
5,2004,44.91761214,7.76772651,2767,,2367.6448,1557.88,2410.45,9286.27,35280.01,194.87,199.64,576.1,1.0338,4.1167,0.3248,3775439.05,0.5387,80.13,0,6054.39,2006,199.6292,650561.99,329499.54,43820.81220695,2,1.67302437,1.727,21.4413,48.655,2.2569,422.77,13.8934,14.636275384264351,0.685,52297.22099669543,80.34833333333333,51.56037403999999,True,4.058409563942867
13,2007,44.84796865,8.75503206,4266,0,455.8502,1374.2,1977.47,0.0,13773.89,0.0,2392.47,103.17,1.2526,4.2448,0.0649,677276.4,0.4701,24.49,1,446.82,2017,94.4334,311715.38,308475.16,3838.37453227,0,0.93001968,0.0,0.0,49.694,0.0,52.4639,1.5717,6.965410347565323,1.652,22662.936618639593,65.91566666666667,68.69487876,True,8.527853641926864
8,1757,44.79622447,7.77527437,2585,,53.3372,709.38,199.29,0.0,1156.02,0.0,728.04,49.38,0.8609,1.234,0.0122,122191.66,0.5403,11.01,1,100.85,2023,302.4623,61459.34,69599.34,10170.74024498,0,0.34597385,0.0,0.0,61.3539,0.0,950.7915,671.4152,5.800692458226705,1.155,1989.7846355142149,6.643,13.754091120000002,True,10.240156744693
13,1970,45.43994222,7.86318865,2610,0,9127.7186,11182.92,8344.42,2371.98,50258.75,24546.68,10444.11,342.81,1.0993,3.1798,0.1607,3870353.38,0.3199,798.02,31,14394.92,2014,263.9613,2156709.6,1596194.27,49388.84085081,2,1.25673682,0.0,0.0,29.2682,1.2813,165.5147,0.0,6.023036951639539,0.725,85076.96973100996,278.14733333333334,251.42554722,True,9.862134414405453
13,2004,44.84564171,7.88036696,2643,,588.43,1179.09,484.92,880.24,3025.43,6350.91,2094.53,277.65,1.4332,2.9664,0.0383,247481.88,0.5537,44.16,4,236.58,2023,355.1735,83311.53,150048.42,25708.74897699,1,1.09147516,16.4759,28.0082,40.8654,0.0,331.264,8.396,6.239029118205064,0.871,5101.404219137561,16.164,76.51002712000002,True,9.520712097123385
13,1955,45.01345866,7.67826956,2737,,4882.9992,9712.33,3356.53,98.34,29616.95,0.0,7364.23,2001.42,1.0961,6.0674,0.1168,1317611.5,0.4946,22.41,0,753.16,1996,224.0532,968613.12,904423.58,11299.69393635,0,0.6488501,0.0,0.0,64.8209,1.1176,284.4643,0.6794,8.823681003893903,1.203,46775.20957014347,111.88433333333334,404.30696422,True,6.731884343256143
13,1966,45.7169546,7.68544378,2739,,154.1709,1194.13,730.19,0.0,2131.78,0.0,1573.92,139.17,0.7443,1.019,0.1722,193294.51,0.5667,0.01,0,99.13,1991,217.1775,199893.05,194893.63,0.02064972,0,0.85754959,0.0,0.0,46.167,0.0,383.6457,6.7206,2.9194867089387695,1.229,4430.379932995033,24.33966666666667,26.26565772,True,20.346042274531143
11,1992,45.88693289,7.65352705,2743,0,102.7244,7924.95,265.55,0.0,16360.6,0.0,6626.79,996.38,0.4095,2.1909,0.0539,585622.71,0.4257,94.63,1,1041.59,2016,241.4381,4192963.51,320322.1,291677.17082357,2,0.64272235,102.2552,0.0,42.8755,0.0,574.1264,5.3012,61.61024289211071,4.996,22573.293131777107,8.851666666666667,97.93278894,True,0.964125398824004
13,1970,45.22634817,7.48519777,3108,,1886.0205,2805.53,1357.87,0.0,9105.63,0.0,3185.39,833.27,0.8712,2.9212,0.072,317835.56,0.6092,126.91,1,582.93,2017,162.4705,186989.67,206717.05,0.0,0,0.60281435,0.0,0.0,26.563,0.0,229.7476,19.9667,6.705818671890534,0.937,15097.74606066683,45.26233333333333,104.18520183999999,True,8.857978854840358
13,2017,44.85015113,7.44404439,2436,1,244.6063,3711.86,2605.37,828.77,17576.7,8813.72,4106.34,148.01,0.4221,3.1266,0.1855,2162245.94,0.4713,5.95,19,460.97,2019,233.6054,651815.49,578662.85,0.0,2,0.42913884,6.0343,5.4862,45.7859,0.0,328.0534,0.0,6.746335453313733,0.951,29090.70900635994,86.84566666666666,43.921083599999996,True,8.804780078171671
5,1901,45.59377743,7.36530971,2846,,2143.9492,879.24,1755.9,1764.8,40412.34,2229.5,883.26,475.44,1.1193,3.1469,0.0965,237511.43,0.7312,260.62,19,350.19,2002,338.5214,2747923.7,477164.21,0.0,0,1.64378858,0.0,0.0,16.4703,0.7384,239.322,8.2906,23.015171706817014,0.803,57749.80970116697,58.53,49.69590108,True,2.5809062281471458
5,1966,44.68022056,8.38770832,2564,0,946.8909,6238.29,2231.04,3407.48,14057.54,13946.1,5407.02,447.47,1.1802,2.7197,0.1472,1791181.67,0.5082,116.06,1,273.94,2005,57.6281,24080.43,438027.54,29628.69276937,2,1.03854444,12.6057,102.1832,25.1102,9.3465,548.1345,3.5668,6.300891064257029,3.407,23587.561897998974,74.368,151.96698326,True,9.427238051607892
5,1978,45.64654275,7.59614234,3203,,2819.6898,3553.06,317.34,391.04,14192.34,1016.49,2647.46,416.49,1.0449,4.5697,0.2226,1263764.82,0.332,23.71,1,5688.9,2014,489.7374,155150.46,102440.01,0.0,0,0.64241482,0.0,0.0,60.0593,4.4453,328.0506,21.2041,44.72282094913973,0.659,19743.62846284742,10.578,93.39130614,True,1.32818097649859
13,1783,45.43655595,7.68322983,2617,,4187.4789,5095.7,4014.73,4021.74,130499.01,0.0,11002.84,1282.24,1.3414,3.3104,0.4049,3544360.92,0.3398,565.31,1,531.62,2018,183.881,702643.19,534983.77,0.0,2,0.6449756,2.6934,0.0,44.7665,0.0,281.1651,0.9012,32.50505264363979,0.725,182779.21585560532,133.82433333333333,380.07873743999994,True,1.8274082079243363
13,1925,45.71802389,7.68422651,2617,,10387.8773,10402.24,1211.11,0.0,6844.4,0.0,462.62,392.19,0.9754,2.1995,0.5149,875138.94,0.2195,78.94,1,637.66,2017,186.9085,671759.17,677831.41,6949.34554299,2,0.44209444,32.4321,0.0,43.7823,0.0,287.3551,0.2305,5.651344634261132,2.994,11762.198142429916,40.37033333333333,26.277229059999996,True,10.510772894629188
13,1970,44.91245376,7.84317109,2644,0,7247.1149,10628.77,4757.2,1228.54,14915.77,0.0,8844.84,322.09,1.2441,2.9728,0.3995,1700602.26,0.6159,559.19,1,549.58,2020,258.6306,392491.84,954946.18,13017.84912066,2,1.19039817,0.0,0.0,44.025,0.0,535.475,1.3798,3.135409484570756,0.776,30185.92746876379,158.57333333333332,239.22749192000003,True,18.944893894180453
5,2004,45.70729231,7.71939186,2754,,3533.9071,1705.43,4036.92,123.84,25285.91,0.0,13027.55,447.95,1.3311,5.4986,0.1529,168879.54,0.2489,496.94,19,883.62,2010,130.9806,1432914.42,1366629.99,0.0,2,0.32162719,1.7515,2.3054,81.4592,0.4078,146.8899,2.9174,6.263663882365764,2.585,42464.35068156958,134.564,396.0813935,True,9.483267479794083
5,2019,44.85353173,7.66902549,2617,,247.6521,12748.55,5795.32,1797.01,28715.14,357.45,15401.87,2201.66,1.0669,3.3312,0.4035,1808176.89,0.3063,208.06,1,515.4,2019,79.7966,1864664.19,1972162.56,7618.76863605,2,8.89199489,136.557,84.3789,131.1857,4.4818,270.2202,14.7805,4.95488428594107,4.265,50835.78217223767,193.17733333333334,475.3284979,True,11.988170978793764
13,2000,45.01738819,7.64194889,2617,4,4397.0729,2446.35,697.0,1158.38,18740.14,35417.78,10914.35,1384.82,1.1374,3.696,0.2543,3106138.3,0.6759,357.33,1,925.07,2011,197.6392,956996.49,914729.26,0.0,0,0.64148785,0.0,0.0,43.2769,0.9665,353.3391,0.2623,26.886857962697274,6.64,26574.979023500495,23.233333333333334,350.64552819999994,True,2.2092577750219586
8,1819,45.02310789,8.05458517,2501,,1855.2054,1112.91,360.36,0.0,1874.87,0.0,384.87,39.2,2.0903,4.3935,1.0813,52951.89,0.7835,10.13,31,67.84,2017,114.9736,35451.24,35111.39,0.0,0,2.36657761,0.0,0.0,31.15,0.0,169.9388,16.8888,5.202769452769452,0.847,3294.8182308389287,12.012,19.53437922,True,11.41699637841557
4,1988,45.29946009,7.39085086,2687,0,403.1015,1396.6,986.73,1716.13,4283.5,4254.73,1981.48,133.65,1.292,4.0092,0.9827,163934.5,0.7751,0.05,1,88.9,2017,181.9878,228487.08,221599.2,2734.39826426,0,0.49496998,0.0,29.1151,46.9557,0.0,356.1473,8.1924,4.341106483029805,1.234,7858.447117898702,32.891,61.91803480000001,True,13.683147426170189
11,1998,45.56546639,7.71167774,2930,1,999.7882,2023.8,139.93,526.5,7290.07,7895.66,4819.48,186.31,1.3799,1.248,0.1663,818674.36,0.3059,0.06,1,386.66,2010,121.9885,222394.72,339333.95,7028.18022737,1,0.66120696,0.0,0.0,24.1023,0.0,96.3462,0.0,52.09797756020867,19.879,10179.026568339541,4.664333333333333,137.65830663999998,True,1.1401594223375084
4,1991,45.13733172,7.52191859,2646,0,307.7356,813.76,306.93,826.06,1732.96,1825.19,652.3,239.1,0.8532,1.9028,0.0,125034.7,0.6043,0.02,1,230.72,2020,209.8637,40692.05,89170.55,624.42333817,0,0.42407739,0.0,0.0,46.3558,0.0,478.942,3.4517,5.646108233147623,1.384,2991.3770068699855,10.231,20.230036799999997,True,10.520520958360262
4,1788,45.14024263,7.95445355,2707,0,308.558,646.83,2649.32,169.27,10002.02,543.62,538.34,856.16,0.3321,1.0236,0.0314,1979635.52,0.3266,59.1,0,622.05,2002,51.2148,613129.95,148435.92,6848.18686483,1,5.02298302,1.7125,21.6479,55.3856,1.3223,270.6328,7.2114,3.775315930125466,1.094,19077.277265619832,88.31066666666668,21.102961799999996,True,15.733782575919667
13,1978,45.03047579,7.76641682,3424,,1042.584,4908.49,810.98,2572.39,2437.22,11347.68,4342.73,308.69,0.756,5.7494,0.2195,471701.19,0.8011,88.74,1,634.51,2019,380.7319,229666.96,225104.7,21386.66229016,2,0.64709354,0.0,63.6279,113.0106,10.1218,331.4715,0.0887,3.005277565414683,0.729,5012.62249936291,27.032666666666668,101.15772331999999,True,19.76522923658923
4,1921,44.98760635,7.48754658,2753,0,3345.4221,280.91,4227.49,4058.98,25496.15,417.44,5567.0,1869.06,1.2546,3.3414,0.0418,1113947.14,0.2614,646.85,1,2126.6,2017,186.2921,1236139.0,1916385.9,1761.84063418,0,0.45754501,0.0,0.0,23.6675,0.7474,203.1106,6.8454,6.0310373294791955,2.433,43156.13582516673,140.9163333333333,264.59270568,True,9.849051954902993
4,1940,44.7727685,7.5150491,2426,0,120.2559,3747.98,863.83,0.0,3581.48,0.0,3315.68,155.31,1.0175,2.4362,0.0487,217324334.58,0.5616,114.4,1,138.65,2014,47.78,57636.84,147462.92,1606.29572779,0,0.32951947,0.0,0.0,0.0,0.0,146.7375,11.0444,4.146047254668163,3.573,6656.028296802764,28.794333333333334,75.04141244,True,14.32689893563555
13,1976,44.51184186,8.45335966,2927,0,2719.3075,3526.14,2823.07,0.0,14945.86,0.0,3079.21,625.85,1.0229,4.4201,0.3251,777528.1,0.487,62.89,19,120.55,2016,174.6093,361349.46,353792.67,41624.32127473,2,0.88626679,0.0,0.0,46.0842,0.5407,185.0434,1.3772,5.294186824981314,0.718,26049.405428692,94.10233333333333,118.32086987999999,True,11.219853390838669
5,1954,44.93162199,39.29547269,2770,,473.7715,2046.75,470.94,0.0,10576.63,0.0,3513.69,220.26,1.1431,1.0652,0.219,790141.65,0.1625,140.52,0,414.77,2020,253.4245,451070.86,102888.42,0.0,0,0.64255929,0.0,0.0,106.5777,1.0995,196.517,1.1817,22.4585509831401,0.862,15188.093637445541,15.698,85.02239982,True,2.6448723270077523
4,1950,45.11132976,7.65920999,2562,,49.7248,6029.41,427.65,1209.51,1999.34,1824.8,1015.12,89.58,0.7398,2.775,0.3914,2503859.08,0.1668,0.05,0,2893.8,2017,155.4749,916377.53,1095233.17,2420.19634466,2,0.89416792,0.0,28.1895,0.0,0.0,1261.6249,39.5473,4.675178300011692,16.472,3604.7296434271666,14.254999999999999,19.99140552,True,12.705397781267816
13,1950,45.06747048,8.04542141,2810,0,709.6175,4621.72,698.4,1865.1,5869.07,12323.57,2999.55,204.68,1.6917,3.5018,0.6,538070.76,0.5799,0.01,1,236.03,2018,74.0883,205078.57,108297.7,0.75704297,2,1.30223062,60.7319,45.3323,61.6686,0.0,330.0195,1.2313,8.403593928980527,2.093,9361.13047170942,23.279999999999998,115.82174318000001,True,7.06840436389411
13,1954,44.65841224,8.27890396,2579,,1122.8416,708.52,1621.52,0.0,24975.1,0.0,9656.73,1225.14,1.1061,2.2869,1.3193,640403.77,0.3755,212.15,0,294.07,1998,136.9081,432176.4,431258.06,0.0,0,1.43741248,0.0,0.0,36.9742,0.3943,211.8392,0.3394,15.402276876017563,1.943,36853.34853605441,54.050666666666665,269.66163438000007,True,3.8565726663757105
13,1950,45.60496654,8.195905,3187,,287.541,1563.38,306.05,0.0,1668.96,0.0,475.14,64.35,1.0416,3.1316,0.2264,60815.17,0.5679,0.0,0,32.23,2017,308.4509,101941.55,101793.08,719.83570586,0,1.74043533,0.0,0.0,66.7082,0.0,514.1466,0.8065,5.45322659696128,1.078,2903.5617728141397,10.201666666666666,13.928485680000001,True,10.892633735979294
7,1711,45.24152101,8.58074173,2562,0,1056.6196,1926.19,1041.32,998.65,15977.45,1462.43,2528.21,259.71,0.3045,1.2868,0.1925,436360.96,0.4866,114.5,1,289.27,2009,227.9097,263386.75,254854.32,0.0,0,1.07788637,0.0,0.0,41.3043,0.0,89.0295,16.4268,15.343458302923214,1.074,23601.45425087776,34.71066666666666,22.080695459999994,True,3.8713566933396755
13,1974,0.0,0.0,2729,1,742.9018,14066.74,2940.5,0.0,15308.63,0.0,3231.14,170.75,1.4075,4.471,0.0952,596247.53,0.4447,0.01,0,1748.18,2018,416.5226,288125.61,5126348.75,26062.23694585,0,0.5737283,0.0,0.0,102.9947,1.1034,501.4482,0.0,5.206131610270362,4.186,26786.811108009104,98.01666666666667,106.22505599999998,True,11.409623199463311
4,1903,45.05809555,7.40087492,2815,,96.0402,588.51,97.2,387.68,798.01,434.27,553.76,8.2,1.2145,4.8181,0.0835,47976.94,0.7335,2.97,0,52.26,2021,232.1158,61518.77,13670.46,2824.63367105,0,0.55394281,0.0,19.7594,108.505,0.0,476.732,11.8583,8.209979423868312,0.606,1298.8665274188916,3.24,14.2409988,True,7.235097304545056
13,2013,44.36307691,8.1817566,2826,,836.6265,2150.22,837.75,167.85,4459.34,1111.76,1221.35,359.7,0.67,1.9109,0.1165,1217428.75,0.158,23.93,1,572.01,2021,336.2398,421503.96,177666.1,0.0,0,0.94395214,0.0,0.0,0.0,1.773,362.6749,0.704,5.322996120561027,0.631,7773.633562005094,27.925,30.1131046,True,11.159128929393137
13,1990,45.0040434,7.65705799,2617,,1009.4939,7332.57,360.39,169.81,18551.81,395.65,984.81,886.47,1.2726,1.9423,0.1525,1070810.05,0.4028,187.5,19,723.49,2014,124.6806,560095.67,589701.61,0.0,0,0.64149129,0.0,0.0,40.5214,0.0,235.265,0.254,51.4770387635617,13.124,25669.625922492236,12.013,59.501197739999995,True,1.1539125292895949
